# verify_adder_gf64_vectors.txt — auto-generated by verify_adder_e24.py
# Format: gf64 E=24 M=39 W=64
# Each line: a_hex b_hex expected_hex
0000000000000000 0000000000000000 0000000000000000
bfffff8000000000 3fffff0000000001 bffffefffffffffe
4000048667180000 3ffffc4668500000 40000486677b3428
3ffffc9641980000 3ffffc6c03100000 3ffffd0621900000
3ffffbbb8fa80000 bffffd86cb080000 bffffd76241b0000
3ffffe4737800000 c0000181a9e00000 c00001801b710000
bfffffa7cd800000 3ffffeb71ec80000 bfffff740b9c0000
bffffb98c2600000 c00000dbe6100000 c00000dc0c409800
3ffffb1ff4980000 c00001e0e7a00000 c00001e0e2a05b40
400004dc94180000 4000043139d00000 4000051a98800000
3ffffe146d380000 bfffff3b98280000 bfffff167cda0000
bffffedd65a00000 c00001a9a3b00000 c00001ad19468000
3ffffd9247680000 3ffffeabcfb80000 3ffffed061920000
c00001c51b480000 400000b838b00000 c00001970d1c0000
bffffe50c1800000 3ffffb66b2b80000 bffffe4d26b52000
bffffdd08eb80000 c00003b66eb00000 c00003b67bb8eb80
400004a493380000 400001c3cf280000 400004a7a274a000
c000034343080000 c000036dadd00000 c00003d8786c0000
3ffffe7e57080000 3ffffc9745d00000 3ffffe889fe10000
3ffffca8f4900000 c00004ec12a80000 c00004ec11ff0b70
400000f7d2180000 400004405ca80000 400004424c4c3000
c000035715b80000 bffffe9c8ea80000 c000035763ff5400
3ffffd00d4a80000 400001c36d700000 400001c3adda5400
c00004b2ebd00000 3fffff2720780000 c00004b2d6ebf100
c000030025780000 400002d2fbe00000 c00001b53c400000
3ffffc4eb9380000 4000003d4cb80000 4000003e1b713800
40000395ed600000 3ffffbfc69d80000 40000395ee5c69d8
bffffcaa45c00000 40000243dac00000 40000243c5774800
c000034fcca00000 bffffde624580000 c000034fe9648b00
4000029efa200000 400001bf76b80000 400002ced7ce0000
3fffffbae8c80000 3ffffab860280000 3fffffbb16e00a00
400004ba9be80000 bffffb1141200000 400004ba9bd5d7dc
bffffbbcedd80000 400002c74a480000 400002c7475448a0
c000037900f00000 bffffcbe35100000 c000037906e1a880
bffffd98d0700000 bffffc6e59580000 bffffdb69b9b0000
4000010dde280000 c000019931e80000 c000012485a80000
3fffffbfa7f00000 bffffc310c080000 3fffffbe45d7f000
bffffcaef9100000 400001474eb80000 40000146f73b7800
3ffffb9910880000 4000018cf3580000 4000018cfce90880
bffffe680ac00000 3ffffd7c52f80000 bffffe28f6020000
400000aa25a80000 bffffb6104600000 400000aa09877400
bffffec906100000 400001ec4a300000 400001e92617c000
3ffffdb7bb380000 bfffff0ef8c00000 bffffef002b20000
3ffffb7a0ec80000 3ffffb284d800000 3ffffbd12e240000
bffffd1165e00000 3ffffbbc36500000 bffffcf3be2c0000
c000038a2c800000 bffffe14fcd80000 c000038a3f1f9b00
bffffed06e580000 bffffdbd1a800000 bffffeffb4f80000
bffffccccc980000 400004f50ca80000 400004f50bdb3368
3ffffa9998580000 c0000192c1300000 c0000192bec99ea0
bffffc919c480000 c000003e89680000 c000003faca09000
bffffd4d71c00000 4000018200b00000 4000018199f72000
3ffffc9d8cb80000 bffffe9b66b00000 bffffe918de48000
3fffff35ebd00000 c0000457c7000000 c000045799850c00
400002c049780000 c000020d01280000 4000027391c80000
3ffffe80e8580000 bffffb5563f00000 3ffffe7e7b204000
3ffffd6d7ce00000 4000018279b00000 40000182f06e7000
3ffffc8939200000 c000035e84f00000 c000035e80a63700
3ffffcceea000000 bffffb5d59c80000 3ffffcb33ec70000
bffffd9a50a80000 3ffffe5a8aa80000 3ffffe0d62540000
3ffffe2d53480000 3ffffd698c200000 3ffffe67b6500000
3fffffbf87e00000 400001444d600000 4000015c3e5c0000
400000f87f200000 bffffb38f1680000 400000f86801d300
4000003a43b00000 3fffff3911800000 4000006888100000
c00000c752800000 bfffff91c5880000 c00000ebc3e20000
400004e651500000 400002d4c6380000 400004f39db38000
3ffffec3f5980000 bffffd09cb380000 3ffffeb2bc310000
c000006fb7800000 3fffff9d9af00000 c0000020ea080000
3ffffeefa1700000 bffffb006ed00000 3ffffeeea0926000
4000015487f80000 bffffbd05cc00000 400001546dec6800
c00002e88c700000 bfffff5380b80000 c00002ea33717000
c00003311c680000 3ffffceba2580000 c0000331150aed40
4000044d0b080000 c00003e7f4880000 400003b221880000
bfffff6e0d200000 bffffdd27ee80000 bfffff842e7e8000
400001f922b80000 bffffdab70e00000 400001f877472000
400002d5cee00000 c0000497e8380000 c000048a8b4a0000
3ffffe25b8f80000 3ffffd8640b80000 3ffffe68d9540000
c0000212a4d80000 4000047496200000 4000046b6bd28000
400000e64fa00000 4000023e75c00000 4000025b3fb40000
bffffc3805f80000 4000012d06e80000 4000012cd8e68200
4000031f11580000 bffffe74daa80000 4000031ed4215600
c00002d13a700000 c00003714c780000 c00003acf4d80000
3ffffd7337c00000 c00002425a600000 c00002421d921000
c00002bd3f300000 400002464c000000 c000023432600000
bfffff458f180000 3ffffe55fa180000 bfffff1010920000
3ffffcbb33f00000 3ffffce20e980000 3ffffd4ea1440000
bffffbe858680000 c0000154b4a00000 c0000154d1ab0d00
3ffffb6b8e800000 bffffde3b4c00000 bffffddc584c0000
c000025a0cd80000 bffffacc71e00000 c000025a0e70e3c0
4000033875380000 c000037cfc980000 c00002890ec00000
c00001076e280000 c00002638c200000 c0000282b3d50000
bffffd20ac300000 40000186e7400000 4000018696e9e800
bffffbedb9900000 400004a2bd300000 400004a2bcf4919c
3ffffb610cf00000 bffffed3cd600000 bffffed20b462000
bfffffe10e680000 bfffffc73bd00000 c0000054251c0000
bffffb84f6480000 4000020d55780000 4000020d51504dc0
4000048a4e580000 3ffffb87f1900000 4000048a4e79fc64
3ffffaa702800000 c000043d11480000 c000043d11331fb0
bffffc37cc800000 c00003f70c700000 c00003f70ddf9900
bffffd1d52000000 40000429ec880000 40000429ea12b800
c00003cfdc680000 3ffffae014180000 c00003cfdc2ffafa
bffffbbe2b600000 4000039a16300000 4000039a1571d4a0
c00003d8e2580000 3ffffb6daa280000 c00003d8e1e12aec
c00002d75ae80000 c00004833d280000 c0000490b2d68000
3ffffc5cb8580000 c0000175b1780000 c00001757a49ea00
bffffd4524180000 c00002fbc6780000 c00002fbdf1c8300
400003d282880000 bffffebed8c00000 400003d252d1d000
c00001f6f7200000 3ffffe6105700000 c00001f535152000
4000022e8d080000 bffffffcd0100000 40000226a6878000
3ffffec797b00000 3fffffc6b9880000 3ffffff89f740000
3ffffbe80ba80000 bffffe7d13700000 bffffe75d312c000
400004f2bb900000 c00002046a080000 400004ee983fc000
bffffe3e49380000 c00000ce63800000 c00000d455c9c000
c000035800780000 c00002ecedd00000 c00003a73bb00000
400001ce7ed80000 3ffffec05bf80000 400001d18047e000
3ffffd9e9b200000 3fffffaf65f80000 3fffffb94faa0000
4000024872980000 bffffe99bc100000 400002473f1fe000
3ffffe2defe00000 4000004d61680000 4000005840660000
3ffffe8df5680000 bffffb4ac9700000 3ffffe8c5fd52000
bffffc48ca700000 bffffaf82a600000 bffffc67cfbc0000
bfffff8d27000000 3ffffd40a2680000 bfffff8721ecc000
3ffffbfde3180000 40000092f7080000 400000933680c600
3ffffccdc8280000 40000395ce680000 40000395d19f20a0
c0000339c6a00000 c000016160700000 c0000347dca70000
3fffff6dc7c80000 400003ce2d600000 400003cea443e400
3ffffdb605b80000 400004c3bfd80000 400004c3c2b016e0
3ffffe1337700000 bffffd2812800000 3ffffdd265a00000
400001f84c280000 4000044a8ff80000 4000045252594000
3fffff743b600000 bfffff1238d00000 3ffffec405200000
400004b2a4400000 400003ecd5e80000 400004edd9ba0000
400004c400780000 3ffffca469980000 400004c4011c6998
3ffffd49e2600000 bfffff706c580000 bfffff63ce320000
bfffff45b1e80000 400000fe69580000 400000e5b31b0000
c000046e99680000 3ffffb5283a80000 c000046e99335f16
3ffffb854f900000 3ffffe44fea80000 3ffffe4929248000
4000027135f00000 c00002c735400000 c000021d34900000
c00004975ba80000 c000027852980000 c000049f1e3cc000
bfffff9ac7080000 bfffffa92bd00000 c0000021f96c0000
c000026684080000 3fffff0964f80000 c00002645e742000
bfffffd2c2100000 3ffffe9dad080000 bfffffab56ce0000
40000369ca900000 c000018de0500000 400003580e860000
4000047129980000 c000020d36680000 4000046856318000
c0000349bc400000 3ffffcf028600000 c0000349b4bebd00
bffffabd42980000 400004a88b780000 400004a88b6c2bd6
40000317dc880000 c000013985f80000 4000030c44288000
bffffc276aa00000 c00004ff95880000 c00004ff95dbb550
c0000178e3600000 4000023e65200000 400002002c480000
c00000a2f2300000 bffffd91df100000 c00000a539ac4000
bfffffc465680000 c0000280a8180000 c0000283b9ada000
c00003fd59100000 c00003a60a580000 c0000451b1b40000
c000006090d00000 3ffffff491700000 bfffffcc90300000
bffffe620a600000 400003bbcab80000 400003bbae76b400
3fffffe198580000 c0000262d6080000 c000025bc9454000
bffffb54fd980000 3ffffc99b1780000 3ffffc7e238a0000
c0000283edd00000 400001a4e7580000 c000023567f40000
bffffbc3d8880000 40000256abf00000 40000256a5d13bc0
bfffffe148480000 4000035110b00000 4000034f4e1f7000
4000043c19e00000 3ffffbc991a80000 4000043c1a44c8d4
40000119bad00000 bffffc7194e80000 400001197e6ac600
bffffad30a300000 bffffb0e5dd00000 bffffb77e2e80000
c000002544080000 4000013e83b80000 4000011532b60000
3ffffd1437400000 bffffd61ee680000 bffffc9b6e500000
c00003bb70b00000 bffffcf60de80000 c00003bb748837a0
3ffffef71ad00000 3ffffac9a2380000 3ffffef7e4723800
c00001cc95580000 c000006c9f800000 c00001ea29480000
3fffff627b400000 3ffffdfbb3800000 3fffff80f8d80000
c00000dbe4b80000 400003cbbe480000 400003c84eb52000
c000008212b00000 bffffe8c8e280000 c000008adb928000
3ffffe5a31b00000 c000043810a80000 c00004380304e500
bffffc98dfb80000 c000048a17980000 c000048a1830dfb8
3ffffb5d67880000 c00003a1a4300000 c00003a1a3c14c3c
3fffffacf6b80000 c000013367480000 c000011dc8710000
c00002c5c4580000 c00002aa1f900000 c0000337f1f40000
3fffff1d7bc00000 3ffffff7e4900000 4000002351380000
bffffe5da3680000 400000971e100000 4000009030f4c000
bffffe9fa3800000 c00003746cd80000 c0000374bca9c000
400003df18e00000 c000009bbc900000 400003dca9edc000
3ffffad3f8380000 c0000438ab800000 c0000438ab6580f9
3fffff6886100000 4000049dde780000 4000049dfb88c200
3ffffb7e1ca00000 3fffff1dba100000 3fffff1eb82ca000
c00003637e480000 bffffcf421f80000 c000036385e90fc0
c00003ea35d80000 bffffc9959780000 c00003ea383d65e0
bffffededb080000 bffffb379ef80000 bffffee04a45f000
bffffe196f480000 4000005e09a80000 4000005472b38000
c00000b097480000 3ffffe9f45d80000 c00000a6a2ea8000
bffffd8577a80000 4000048cf2b00000 4000048cf09a2160
3ffffcb488580000 4000039190680000 40000391933a2160
bffffe25c6180000 3fffff80b9d00000 3fffff58021a0000
3ffffcc02ad80000 4000032cabd00000 4000032cb1d156c0
bffffcdbb5c00000 3ffffabce9100000 bffffccfe72f0000
bffffd0d6a000000 3ffffea073380000 3ffffe8ec5f80000
3ffffbf2c2280000 c000025cae900000 c000025ca6f9eec0
c000028b19f80000 3ffffe4d37a00000 c000028ab35c3000
3ffffb66d0600000 c000026d20400000 c000026d1ca4be80
40000194aea80000 3ffffbd275e80000 40000194bbcf5e80
bffffcd33f580000 bffffee182f00000 bffffeeeb6e58000
400002ee21880000 4000041963c00000 4000043727f10000
c000013a7e880000 c00001e9efa80000 c000022397760000
c000009857880000 c000015003280000 c000018e17760000
3ffffea713580000 4000007969980000 4000008726018000
bffffbee8f700000 3ffffb98b8700000 bffffb2bae000000
c000035463a80000 bffffb1f4a880000 c000035464474a88
c0000149a2100000 3ffffb4ffca00000 c000014995103600
c00003b676080000 400002a79c600000 c000038c8ef00000
bffffc5e18780000 4000001d69180000 4000001c8aff8800
40000106b8900000 4000034477700000 4000034ce2f90000
3ffffed6feb80000 3fffff59dca80000 3fffffa2ae020000
3ffffce699c80000 40000391d0580000 40000391d3f26720
bffffbb712f00000 c00002e04e400000 c00002e0511c4bc0
bfffffdebbc80000 3ffffd4fc7700000 bfffffd83d8c8000
3ffffb284c000000 bffffc8cbd380000 bffffc6f67700000
c00001fc54500000 c000017129c80000 c000023a749a0000
bffffd9d23200000 400002d85d380000 400002d835ef3800
3fffff7c93f00000 400003cef4900000 400003cf72d9f800
4000008e06300000 c0000401f7c00000 c0000400dbb3a000
bffffdc169b80000 3ffffcca19300000 bffffd8ee36c0000
3ffffaee3f680000 c000022cfa500000 c000022cf8738130
c000035aaab00000 3ffffe1273880000 c000035a86131e00
c0000175b2700000 bffffa93eec80000 c0000175b70f7640
400003eaedf80000 c00000ca1da80000 400003e7c5816000
bffffaabffe00000 3ffffff5c8e80000 3ffffff59de80800
c000013e49f80000 3ffffc6f88780000 c000013e0e15e200
c00000d6ea500000 3fffff38b8f00000 c00000bfd3320000
bffffb9d30d80000 c00002b1a3a80000 c00002b1a61cc360
400004bc7c180000 bffffc9a51600000 400004bc7b7daea0
3ffffda722780000 bffffd134a580000 3ffffd3afa980000
c00001f2eb700000 400003d2bdc00000 400003c38f090000
c00001f80b300000 bffffbf134880000 c00001f81a434880
c00003da18e00000 bffffb12fe280000 c00003da19297f14
c000018e90580000 3ffffb5e65900000 c000018e8964d380
400004e26d700000 bffffbf674400000 400004e26d3262f0
c00003b030700000 400004d24f900000 400004a643740000
3ffffb1a7f180000 400001d7eb880000 400001d7f05bf8c0
3ffffb7010e80000 bffffe707df00000 bffffe6cbdac6000
c00000632db80000 3fffff68a5180000 c000002904720000
c00004d5ab900000 40000490df980000 c000040997f00000
40000348bdd80000 c00000c082c80000 40000342b9c1c000
bffffba434a00000 c00003d98dd80000 c00003d98e7c34a0
bffffc95b0200000 c000044f40c00000 c000044f41eb6040
bffffc97ec880000 400002ec64580000 400002ec5ad93780
c000002e25b00000 bfffff36d5500000 c000005bdb040000
3ffffda337780000 bffffe27aa780000 bffffdac1d780000
3ffffc09a9d00000 c00002d636300000 c00002d631e2b180
bffffcae4be80000 3ffffd2a60c00000 3ffffca675980000
c000013ccec00000 c0000071b7000000 c00001793c800000
bffffe3d3a200000 4000034f39480000 4000034f09f97800
c0000070caf80000 c00003f630a80000 c00003f8123df000
400002eb2d580000 400002a97ca00000 4000034a54fc0000
3ffffefb07f80000 3ffffb5f07c00000 3ffffefcc6078000
bfffff290a380000 3ffffbc5d5a00000 bfffff277e8cc000
c0000138d7780000 3ffffbf37d180000 c0000138b9085d00
400001657e000000 bffffb5fbbf00000 4000016570044100
bffffbb97b580000 4000000737480000 40000006da8a5400
400004a563780000 bfffffa339b80000 400004a53aa99200
4000027817980000 3ffffcf2d7880000 4000027835f2f100
bffffab735200000 3ffffea646e80000 3ffffea58fb2e000
3fffff4d18380000 3ffffe1f31700000 3fffff74e4940000
4000017505600000 c000049014200000 c000048e2a154000
4000040435180000 c000033defa80000 400003a9725c0000
c000015a52200000 3ffffabd95980000 c000015a4c335340
3ffffbdc50800000 c000029153680000 c00002914ff6be00
c00002630aa00000 3ffffb5f90b80000 c00002630721bd20
4000005844f80000 bffffbbdba680000 40000057e61acc00
3ffffcda30400000 bffffb56ab080000 3ffffcbf5adf0000
4000022ea9c00000 c00004a285b00000 c000049d10620000
3ffffb339b700000 3fffff0b36e00000 3fffff0bea7b7000
bfffffe5f2000000 3fffff7930b80000 bfffff52b3480000
400004c93e900000 bffffddb62a80000 400004c93b227560
bffffede36800000 bffffc6fdc080000 bffffee5b5604000
c00000afd3400000 bfffffff07280000 c00000ef950a0000
4000029526000000 bffffeecac000000 4000029439540000
4000044b34400000 3ffffd523ae80000 4000044b3788eba0
bfffffce76800000 3fffff7227880000 bfffff2ac5780000
c00001f277100000 c000000ad7c80000 c0000201e9048000
bffffe8eaf000000 c000049335e00000 c00004933ecaf000
c0000287f8d00000 3ffffd248d300000 c0000287e43e5a00
bffffcbc6a300000 bffffbddc7b00000 bffffcf3dc1c0000
c00003a747b80000 bffffb732e200000 c00003a748319710
c00001a33ff80000 bffffbddf0680000 c00001a34dd70680
400004bfe6880000 3ffffe9d0af00000 400004bff058af00
c000026311980000 c000029e25900000 c0000307d72e0000
400001c91b900000 3ffffdfdbf480000 400001ca194f4800
bffffcf3b9100000 3ffffbac33300000 bffffcc8ac440000
bfffff909fd80000 4000004a55280000 40000002053c0000
400004dc8ac00000 3ffffd3967e00000 400004dc8c32cfc0
bffffcfe78380000 bffffe06ba880000 bffffe26898f0000
400001a138a80000 c000031612300000 c0000301eb1b0000
400000e929d80000 40000268d0a00000 40000282faed8000
bfffff92fc780000 c00004f331800000 c00004f3563f1e00
bffffcae95200000 4000032108480000 4000032102d35700
3ffffc272c000000 400002cddb180000 400002cde0516000
3fffffd894f00000 bffffe48b7600000 3fffffbf7e040000
bffffdc642680000 400004a00b280000 400004a0080ef660
400002ab2bb80000 c00004a779400000 c000049cc6848000
4000038743780000 bffffb14cb000000 40000387432d9a80
c00004eaa5680000 bffffd87c0d00000 c00004eaa7870340
c00004fba2400000 bfffff3eb0500000 c00004fbba160a00
c000018f56700000 bffffba877f00000 c000018f60f77f00
400002343ad80000 c00001d716d80000 400001915ed80000
bfffffe612480000 4000002179e00000 3fffff39c2f00000
bffffff76ab80000 bffffe1f5d980000 c0000005ab358000
bffffe18c8a00000 bffffc8cf4700000 bffffe2a672e0000
c000043f8ea00000 c0000128e2100000 c000044232284000
bffffdff8e500000 bffffd7781300000 bffffe3da7740000
c00002170d700000 3ffffae4ab800000 c00002170ba6a900
3ffffdda57500000 c000038c74d80000 c000038c67328b00
4000027878600000 4000044926c80000 40000458ae4e0000
c0000143b4780000 bffffcdda3980000 c00001442349cc00
bffffb0d18a80000 c00000b1d4e80000 c00000b1e68b1500
3ffffbf34a680000 400000c79bc00000 400000c7d8929a00
bffffc5f89e80000 400000d6ce480000 400000d65e830c00
3ffffde6c1480000 4000040a4e200000 4000040a55560a40
3ffffcf947480000 3ffffff4fd300000 3ffffff8e24d2000
bfffffd18b280000 c000042999b80000 c000042a027d9400
c00003fd66900000 3fffffccbf100000 c00003fc99d0f000
c000001c0f080000 3fffffeaa2600000 bfffff1af7600000
40000443f9c80000 c000023a40400000 4000043855c40000
3ffffd6154200000 400002a5d4a00000 400002a5f0ca8400
c00003b0d7380000 bffffc04d9100000 c00003b0d841b220
c0000169b7c00000 bffffcb432380000 c000016a11d91c00
bffffb3514580000 bffffcd336700000 bffffce9d8fb0000
bffffff5ac800000 bffffd57a2b80000 bffffffc6995c000
c000043138380000 c000023f1be00000 c000043d29f60000
bffffe49fc280000 bfffff3510280000 bfffff678f320000
4000024601500000 c0000049ac900000 4000023966870000
400000a57f700000 c000004a5b180000 40000000a3c80000
bffffbf13f880000 40000041a6480000 400000412da83c00
3ffffdc568f00000 4000034588f80000 40000345a1a51e00
4000043d41900000 400003be11b80000 4000048e25360000
c000048d70080000 bffffe19a6900000 c000048d74d53480
4000022331080000 bffffc0153900000 4000022328f2c700
c00004fa3a100000 c00002330f880000 c00004ffd28c4000
3fffff0f25400000 40000496e6e00000 40000496f8c4a800
bffffd2d00780000 c00001094d900000 c0000109fa907800
bffffd0997600000 3fffff025f500000 3ffffef38bb40000
3ffffff450380000 bfffff7e71080000 3fffff6a2f680000
3ffffe9cd6680000 bffffdd4a7b00000 3ffffe4f58f80000
c00004afaab80000 bffffe839b000000 c00004afb2f1b000
c00003aced380000 bffffde7ce300000 c00003acfbb4e300
3ffffb986b280000 c00000af4dd00000 c00000af27b53600
bfffff81bf980000 3ffffe42c2d00000 bfffff52ce7c0000
400001d462500000 bffffecd4c500000 400001d12d1ec000
400004bc7e500000 c000000fe7600000 400004bc365c5000
3fffff67c9600000 bffffd4f9c400000 3fffff5acf9c0000
4000003889900000 c000043818c80000 c0000437603e7000
bffffcdfa5e00000 400001ea74d80000 400001ea3cee8800
bffffe14f5700000 400004725e100000 4000047254c0a900
4000038fcf600000 3ffffc33c0880000 4000038fd0c78110
3ffffff11c700000 c000029dc1e00000 c0000299fd6e4000
bffffbf20b200000 4000028e3e200000 4000028e3a57d380
c00002f4f0b80000 c000010ec7d00000 c000030364d90000
3ffffac124180000 40000080c5980000 40000080d1aa4180
3ffffb5833080000 4000011052900000 4000011060133080
400002497ec00000 3ffffb68ab800000 400002498262ae00
c00004eb9cd00000 c00004dfdca80000 c0000565bcbc0000
c00000948b400000 400000a20b980000 3ffffed805800000
3ffffd649f780000 4000032099d00000 40000320a819f780
bffffaf687680000 3fffff6c93a00000 3fffff6c185c4c00
bffffe589de80000 400001a7b6080000 400001a604cc3000
3ffffc6b53580000 3ffffb0401580000 3ffffc8629d70000
3ffffb8898700000 3ffffc7249f00000 3ffffc9b4b140000
3ffffb705fd80000 400000bbfda80000 400000bc1bb3fb00
bffffcca0d280000 c00002bbf2000000 c00002bbfea0d280
bffffe24acb00000 bfffff3896400000 bfffff61c16c0000
bffffeacd5800000 3ffffb6d5d000000 bffffeaafac60000
c000006193580000 c00004d198900000 c00004d20959ac00
bffffce05fb00000 3fffff2f12b00000 3fffff280fb28000
3ffffe24f4380000 bfffff7688d00000 bfffff4d4bc20000
4000012253e00000 c00003636f680000 c00003594a2a0000
bffffd943df00000 3ffffff325380000 3fffffe9e1590000
c000030d31800000 3ffffdc4b9e00000 c000030d18e8c400
3ffffbb78e600000 bffffdfab9900000 bffffdef40aa0000
3fffff3639080000 bffffab0a5600000 3fffff35e0b55000
3ffffe345af80000 c000046589a80000 c00004657e625080
bfffff775c300000 c00000dbf8680000 c00000fae3ee0000
4000007f4d900000 c00002f74c080000 c00002ef519b8000
bfffffdee6800000 3ffffdd01ba80000 bfffffd1e4c58000
c00003a55b300000 bffffe0426f80000 c00003a56bb4df00
3fffff3239980000 bffffcd472080000 3fffff2b9607c000
c00003ffd2380000 bffffe566a980000 c00003ffed055300
c00004f5f8e00000 4000022b11580000 c00004f0a0554000
3ffffcfd02480000 4000032f1dc00000 4000032f25a81240
3ffffb81a2580000 3ffffb6992880000 3ffffbf66b9c0000
bffffb8257180000 bffffcb7fe000000 bffffcd893c60000
3ffffb7bb3400000 4000047ce4000000 4000047ce43eecd0
400003694d780000 c000030308a80000 400002cc89a00000
4000030463700000 3fffff6e3a080000 4000030551aa0800
3ffffc261e200000 c00002bdb0200000 c00002bdaaef0f00
c00000659b000000 bffffe943a980000 c000007822530000
c00001be42d80000 400003b9d1c00000 400003aded928000
c00004881c780000 c0000497efa00000 c0000510060c0000
400000f9db780000 4000030e5d880000 400003162c63c000
3ffffbef14b00000 40000254ce200000 40000254d598a580
3ffffe79ba600000 3ffffdc566780000 3ffffeae36ce0000
bffffe886c400000 4000032dea280000 4000032da5f1e000
3ffffda4e9b80000 c00003e5f6b80000 c00003e5ec696480
bffffd3d8f900000 c00003e39fc00000 c00003e3a5ac7c80
3ffffcd88a380000 bffffb8dbf080000 3ffffcb51a760000
bffffe5731100000 3ffffbe58e500000 bffffe50049d8000
400004f357400000 bffffefd98300000 400004f347667d00
c000036e8d900000 400000af8c800000 c0000369112c0000
4000043f17500000 bfffff12d1500000 4000043ef29bac00
bffffca77eb00000 c00000e3be400000 c00000e465beb000
bffffc0154780000 bffffbceea980000 bffffc68c9c40000
3ffffea1ebf80000 bffffc1659180000 3ffffe9d392f4000
400001e875900000 4000031a71600000 4000033780120000
c0000017d3080000 400003530dd80000 40000350ae8be000
3fffff6346d00000 40000115aed80000 40000123e3450000
c00000a38b000000 bffffd44d7d80000 c00000a514afb000
c000021032400000 bffffcaace180000 c00002104799c300
c000017bf6900000 bfffff13b1180000 c000018298d0c000
bffffe7eece80000 400004b20f700000 400004b2077898c0
bffffc81bb800000 bfffff654c100000 bfffff6959ec0000
3fffffd5b1400000 c00001ee3cd80000 c00001e0e1c40000
bfffffb36b000000 4000047aa0600000 4000047a46aa8000
400000ca9c580000 bffffffdb2a00000 4000008b2fb00000
400000e497600000 3ffffedd71a80000 400000f26e7a8000
c00003ae0fb00000 40000306e3f80000 c00003553b680000
c0000191b4600000 3fffff68bd800000 c000018a6e740000
400004bdf5180000 bfffff40afb80000 400004bddd020900
c00000f2f6080000 bffffbfaaf200000 c00000f334b3c800
4000035c0a180000 3ffffb15c1600000 4000035c0aadc160
c000000b57000000 bffffd664d580000 c000000ef0356000
3ffffc193e400000 3ffffac23ca80000 3ffffc3185d50000
400001e421580000 c00000768b480000 400001c54fef0000
bffffa9ac3b80000 4000024ba1700000 4000024ba03a7890
bffffc592c100000 bffffccfd8080000 bffffd1e37080000
bffffdfba1080000 400002d92a300000 400002d8eb47be00
c00001d1a4080000 4000019132500000 c0000100e3700000
3ffffc57d3f00000 3ffffa9bff300000 3ffffc6b53d60000
c00002a8fea00000 bffffd54bbb80000 c00002a919377700
bffffe2f38380000 c00000afb7080000 c00000b530c9c000
bffffab283d80000 c000047317580000 c0000473176e507b
3ffffab4ae480000 3ffffdc741980000 3ffffdca14512000
4000035da4980000 bffffd5373b80000 4000035d9760c480
bffffc7d4ed00000 bffffed03b400000 bffffed825b68000
c00003d911900000 3ffffc5a1ba80000 c00003d90fdbc8b0
bfffff15b2480000 400004224a600000 4000042224f36e00
bffffe1df0580000 3fffff2edc000000 3fffff075fea0000
c00002eb11b00000 c00000a34b400000 c00002f546640000
bffffd2c59180000 c000022ab7b00000 c000022ae2c64600
3ffffcd088500000 bffffd7374c80000 bffffd0b30a00000
bffffaa2f3f00000 c0000231f3f00000 c0000231f535e7e0
c000016a66c00000 40000271a0400000 4000023706900000
